Date,Close,High,Low,Open,Volume
2017-12-25,177.2,177.2,177.2,177.2,0
2017-12-26,175.99,177.0,174.67,176.63,8897286
2017-12-27,177.62,178.44,176.26,176.55,9496071
2017-12-28,177.92,178.9367,177.68,177.95,12220760
2017-12-29,176.46,178.85,176.46,178.0,10261456
2018-01-01,176.46,176.46,176.46,176.46,0
2018-01-02,181.42,181.58,177.55,177.68,18151903
2018-01-03,184.67,184.78,181.33,181.88,16886563
2018-01-04,184.33,186.21,184.0996,184.9,13880896
2018-01-05,186.85,186.9,184.93,185.59,13574535
2018-01-08,188.28,188.9,186.33,187.2,17994726
2018-01-09,187.87,188.8,187.1,188.7,12393057
2018-01-10,187.84,187.89,185.63,186.94,10529894
2018-01-11,187.77,188.4,187.38,188.4,9588587
2018-01-12,179.37,181.48,177.4,178.06,77551299
2018-01-15,179.37,179.37,179.37,179.37,0
2018-01-16,178.39,181.75,178.04,181.5,36183842
2018-01-17,177.6,179.32,175.8,179.26,27992376
2018-01-18,179.8,180.98,177.08,178.13,23304901
2018-01-19,181.29,182.37,180.1702,180.85,26826540
2018-01-22,185.37,185.39,180.41,180.8,21059464
2018-01-23,189.35,189.55,185.55,186.05,25678781
2018-01-24,186.55,190.66,186.52,189.89,24334548
2018-01-25,187.48,188.62,186.6,187.95,17377740
2018-01-26,190.0,190.0,186.81,187.75,17759212
2018-01-29,185.98,188.84,185.6301,188.75,20453172
2018-01-30,187.12,188.18,181.84,183.01,20858556
2018-01-31,186.89,189.83,185.22,188.37,43275144
2018-02-01,193.09,195.32,187.89,188.22,54211293
2018-02-02,190.28,194.21,189.98,192.04,26677484
2018-02-05,181.26,190.61,180.61,186.93,33128206
2018-02-06,185.31,185.77,177.74,178.57,37758505
2018-02-07,180.18,185.0817,179.95,184.15,27601886
2018-02-08,171.58,181.84,171.4815,181.01,38478321
2018-02-09,176.11,176.9,167.18,174.76,39887626
2018-02-12,176.41,177.545,171.84,177.06,32092132
2018-02-13,173.15,175.97,173.1,175.62,21809350
2018-02-14,179.52,179.81,173.2119,173.45,28929704
2018-02-15,179.96,180.5,176.84,180.5,20922120
2018-02-16,177.36,179.88,176.3,178.99,21015610
2018-02-19,177.36,177.36,177.36,177.36,0
2018-02-20,176.01,177.95,175.11,175.77,21204921
2018-02-21,177.91,181.27,176.4,176.71,23200804
2018-02-22,178.99,180.21,177.41,178.7,18464192
2018-02-23,183.29,183.39,179.51,179.9,19007288
2018-02-26,184.93,185.66,183.2228,184.58,17599703
2018-02-27,181.46,184.7,181.46,184.45,15849806
2018-02-28,178.32,182.88,178.14,182.3,18783039
2018-03-01,175.94,180.12,174.41,179.01,23201626
